Date,Province,Total_Cases,Total_Deaths,Total_Recovered,Total_Active_Cases,Location Level,Population,Population Density,Longitude,Latitude,Total Deaths per 100rb,Month,Year
9/16/2020,Jawa Barat,16314,359,8903,7052,Province,45161325,1276.55,107.6037083,-6.920432083,0.79,9,2020
9/16/2020,Banten,3743,167,3224,352,Province,10722374,1109.64,106.1090043,-6.456736388,1.56,9,2020
9/16/2020,DKI Jakarta,57467,1493,44529,11445,Province,10846145,16334.31,106.8361183,-6.204698991,13.77,9,2020
9/16/2020,Daerah Istimewa Yogyakarta,1943,53,1421,469,Province,3631015,1158.9,110.4448783,-7.89450185,1.46,9,2020
9/16/2020,Jawa Tengah,21480,1494,14254,5732,Province,36364072,1108.64,110.2011149,-7.259097177,4.11,9,2020
9/16/2020,Jawa Timur,38813,3274,32804,2735,Province,40479023,846.78,112.7329414,-7.723345579,8.09,9,2020
9/17/2020,Banten,3864,170,3263,431,Province,10722374,1109.64,106.1090043,-6.456736388,1.59,9,2020
9/17/2020,DKI Jakarta,58580,1507,45277,11796,Province,10846145,16334.31,106.8361183,-6.204698991,13.89,9,2020
9/17/2020,Daerah Istimewa Yogyakarta,1984,53,1441,490,Province,3631015,1158.9,110.4448783,-7.89450185,1.46,9,2020
9/17/2020,Jawa Barat,16720,366,9262,7092,Province,45161325,1276.55,107.6037083,-6.920432083,0.81,9,2020
9/17/2020,Jawa Tengah,21771,1511,14483,5777,Province,36364072,1108.64,110.2011149,-7.259097177,4.16,9,2020
9/17/2020,Jawa Timur,39136,3303,33137,2696,Province,40479023,846.78,112.7329414,-7.723345579,8.16,9,2020
9/18/2020,DKI Jakarta,59838,1529,46313,11996,Province,10846145,16334.31,106.8361183,-6.204698991,14.1,9,2020
9/18/2020,Daerah Istimewa Yogyakarta,2037,53,1472,512,Province,3631015,1158.9,110.4448783,-7.89450185,1.46,9,2020
9/18/2020,Jawa Barat,17206,371,9525,7310,Province,45161325,1276.55,107.6037083,-6.920432083,0.82,9,2020
9/18/2020,Banten,4005,170,3329,506,Province,10722374,1109.64,106.1090043,-6.456736388,1.59,9,2020
9/18/2020,Jawa Tengah,21971,1520,14897,5554,Province,36364072,1108.64,110.2011149,-7.259097177,4.18,9,2020
9/18/2020,Jawa Timur,39624,3326,33675,2623,Province,40479023,846.78,112.7329414,-7.723345579,8.22,9,2020
9/19/2020,Banten,4133,170,3405,558,Province,10722374,1109.64,106.1090043,-6.456736388,1.59,9,2020
9/19/2020,DKI Jakarta,60826,1539,47345,11942,Province,10846145,16334.31,106.8361183,-6.204698991,14.19,9,2020
9/19/2020,Daerah Istimewa Yogyakarta,2111,54,1492,565,Province,3631015,1158.9,110.4448783,-7.89450185,1.49,9,2020
9/19/2020,Jawa Timur,39975,3357,34028,2590,Province,40479023,846.78,112.7329414,-7.723345579,8.29,9,2020
9/19/2020,Jawa Barat,17704,371,10095,7238,Province,45161325,1276.55,107.6037083,-6.920432083,0.82,9,2020
9/19/2020,Jawa Tengah,22244,1560,15285,5399,Province,36364072,1108.64,110.2011149,-7.259097177,4.29,9,2020
9/20/2020,Banten,4312,170,3551,591,Province,10722374,1109.64,106.1090043,-6.456736388,1.59,9,2020
9/20/2020,DKI Jakarta,61964,1553,48414,11997,Province,10846145,16334.31,106.8361183,-6.204698991,14.32,9,2020
9/20/2020,Daerah Istimewa Yogyakarta,2181,58,1507,616,Province,3631015,1158.9,110.4448783,-7.89450185,1.6,9,2020
9/20/2020,Jawa Barat,18170,380,10570,7220,Province,45161325,1276.55,107.6037083,-6.920432083,0.84,9,2020
9/20/2020,Jawa Tengah,22548,1569,15581,5398,Province,36364072,1108.64,110.2011149,-7.259097177,4.31,9,2020
9/20/2020,Jawa Timur,40325,3378,34349,2598,Province,40479023,846.78,112.7329414,-7.723345579,8.35,9,2020
9/21/2020,Jawa Barat,18651,384,10903,7364,Province,45161325,1276.55,107.6037083,-6.920432083,0.85,9,2020
9/21/2020,Banten,4434,172,3819,443,Province,10722374,1109.64,106.1090043,-6.456736388,1.6,9,2020
9/21/2020,DKI Jakarta,63316,1582,49708,12026,Province,10846145,16334.31,106.8361183,-6.204698991,14.59,9,2020
9/21/2020,Daerah Istimewa Yogyakarta,2245,60,1544,641,Province,3631015,1158.9,110.4448783,-7.89450185,1.65,9,2020
9/21/2020,Jawa Tengah,22789,1589,15899,5301,Province,36364072,1108.64,110.2011149,-7.259097177,4.37,9,2020
9/21/2020,Jawa Timur,40661,3394,34635,2632,Province,40479023,846.78,112.7329414,-7.723345579,8.38,9,2020
9/22/2020,Banten,4565,176,3883,506,Province,10722374,1109.64,106.1090043,-6.456736388,1.64,9,2020
9/22/2020,DKI Jakarta,64552,1612,50557,12383,Province,10846145,16334.31,106.8361183,-6.204698991,14.86,9,2020
9/22/2020,Daerah Istimewa Yogyakarta,2312,60,1579,673,Province,3631015,1158.9,110.4448783,-7.89450185,1.65,9,2020
9/22/2020,Jawa Barat,19274,390,11187,7697,Province,45161325,1276.55,107.6037083,-6.920432083,0.86,9,2020
9/22/2020,Jawa Tengah,23022,1631,16301,5090,Province,36364072,1108.64,110.2011149,-7.259097177,4.49,9,2020
9/22/2020,Jawa Timur,40997,3416,35014,2567,Province,40479023,846.78,112.7329414,-7.723345579,8.44,9,2020
9/23/2020,Banten,4782,178,4032,572,Province,10722374,1109.64,106.1090043,-6.456736388,1.66,9,2020
9/23/2020,Daerah Istimewa Yogyakarta,2375,61,1635,679,Province,3631015,1158.9,110.4448783,-7.89450185,1.68,9,2020
9/23/2020,DKI Jakarta,65687,1640,51662,12385,Province,10846145,16334.31,106.8361183,-6.204698991,15.12,9,2020
9/23/2020,Jawa Barat,19771,407,11390,7974,Province,45161325,1276.55,107.6037083,-6.920432083,0.9,9,2020
9/23/2020,Jawa Timur,41339,3439,35349,2551,Province,40479023,846.78,112.7329414,-7.723345579,8.5,9,2020
9/23/2020,Jawa Tengah,23279,1651,16672,4956,Province,36364072,1108.64,110.2011149,-7.259097177,4.54,9,2020
9/24/2020,Banten,4912,182,4085,645,Province,10722374,1109.64,106.1090043,-6.456736388,1.7,9,2020
9/24/2020,DKI Jakarta,66731,1660,52824,12247,Province,10846145,16334.31,106.8361183,-6.204698991,15.3,9,2020
9/24/2020,Daerah Istimewa Yogyakarta,2397,64,1653,680,Province,3631015,1158.9,110.4448783,-7.89450185,1.76,9,2020
9/24/2020,Jawa Timur,41698,3463,35712,2523,Province,40479023,846.78,112.7329414,-7.723345579,8.56,9,2020
9/24/2020,Jawa Barat,20522,422,11701,8399,Province,45161325,1276.55,107.6037083,-6.920432083,0.93,9,2020
9/24/2020,Jawa Tengah,23714,1677,17357,4680,Province,36364072,1108.64,110.2011149,-7.259097177,4.61,9,2020
9/25/2020,Banten,5021,184,4262,575,Province,10722374,1109.64,106.1090043,-6.456736388,1.72,9,2020
9/25/2020,DKI Jakarta,67902,1673,54450,11779,Province,10846145,16334.31,106.8361183,-6.204698991,15.42,9,2020
9/25/2020,Daerah Istimewa Yogyakarta,2458,64,1678,716,Province,3631015,1158.9,110.4448783,-7.89450185,1.76,9,2020
9/25/2020,Jawa Timur,41982,3485,36086,2411,Province,40479023,846.78,112.7329414,-7.723345579,8.61,9,2020
9/25/2020,Jawa Barat,20986,431,12590,7965,Province,45161325,1276.55,107.6037083,-6.920432083,0.95,9,2020
9/25/2020,Jawa Tengah,24044,1692,17625,4727,Province,36364072,1108.64,110.2011149,-7.259097177,4.65,9,2020
9/26/2020,Jawa Barat,21411,445,13029,7937,Province,45161325,1276.55,107.6037083,-6.920432083,0.99,9,2020
9/26/2020,Banten,5156,184,4460,512,Province,10722374,1109.64,106.1090043,-6.456736388,1.72,9,2020
9/26/2020,DKI Jakarta,69225,1685,55214,12326,Province,10846145,16334.31,106.8361183,-6.204698991,15.54,9,2020
9/26/2020,Daerah Istimewa Yogyakarta,2499,64,1718,717,Province,3631015,1158.9,110.4448783,-7.89450185,1.76,9,2020
9/26/2020,Jawa Tengah,24409,1706,17835,4868,Province,36364072,1108.64,110.2011149,-7.259097177,4.69,9,2020
9/26/2020,Jawa Timur,42251,3502,36430,2319,Province,40479023,846.78,112.7329414,-7.723345579,8.65,9,2020
9/27/2020,Banten,5262,185,4533,544,Province,10722374,1109.64,106.1090043,-6.456736388,1.73,9,2020
9/27/2020,DKI Jakarta,70442,1698,56508,12236,Province,10846145,16334.31,106.8361183,-6.204698991,15.66,9,2020
9/27/2020,Daerah Istimewa Yogyakarta,2519,65,1744,710,Province,3631015,1158.9,110.4448783,-7.89450185,1.79,9,2020
9/27/2020,Jawa Barat,21909,447,13309,8153,Province,45161325,1276.55,107.6037083,-6.920432083,0.99,9,2020
9/27/2020,Jawa Tengah,24662,1710,17952,5000,Province,36364072,1108.64,110.2011149,-7.259097177,4.7,9,2020
9/27/2020,Jawa Timur,42448,3521,36890,2037,Province,40479023,846.78,112.7329414,-7.723345579,8.7,9,2020
9/28/2020,Banten,5391,187,4658,546,Province,10722374,1109.64,106.1090043,-6.456736388,1.74,9,2020
9/28/2020,DKI Jakarta,71340,1707,57839,11794,Province,10846145,16334.31,106.8361183,-6.204698991,15.74,9,2020
9/28/2020,Daerah Istimewa Yogyakarta,2558,65,1797,696,Province,3631015,1158.9,110.4448783,-7.89450185,1.79,9,2020
9/28/2020,Jawa Barat,22468,452,13674,8342,Province,45161325,1276.55,107.6037083,-6.920432083,1,9,2020
9/28/2020,Jawa Timur,42728,3543,37341,1844,Province,40479023,846.78,112.7329414,-7.723345579,8.75,9,2020
9/28/2020,Jawa Tengah,24969,1719,18153,5097,Province,36364072,1108.64,110.2011149,-7.259097177,4.73,9,2020
9/29/2020,Banten,5476,195,4917,364,Province,10722374,1109.64,106.1090043,-6.456736388,1.82,9,2020
9/29/2020,DKI Jakarta,72578,1728,58960,11890,Province,10846145,16334.31,106.8361183,-6.204698991,15.93,9,2020
9/29/2020,Daerah Istimewa Yogyakarta,2607,67,1856,684,Province,3631015,1158.9,110.4448783,-7.89450185,1.85,9,2020
9/29/2020,Jawa Barat,22902,467,13884,8551,Province,45161325,1276.55,107.6037083,-6.920432083,1.03,9,2020
9/29/2020,Jawa Tengah,25239,1731,18406,5102,Province,36364072,1108.64,110.2011149,-7.259097177,4.76,9,2020
9/29/2020,Jawa Timur,43003,3567,37662,1774,Province,40479023,846.78,112.7329414,-7.723345579,8.81,9,2020
9/30/2020,Banten,5620,196,5042,382,Province,10722374,1109.64,106.1090043,-6.456736388,1.83,9,2020
9/30/2020,DKI Jakarta,73737,1741,60412,11584,Province,10846145,16334.31,106.8361183,-6.204698991,16.05,9,2020
9/30/2020,Daerah Istimewa Yogyakarta,2643,67,1885,691,Province,3631015,1158.9,110.4448783,-7.89450185,1.85,9,2020
9/30/2020,Jawa Tengah,25469,1735,18609,5125,Province,36364072,1108.64,110.2011149,-7.259097177,4.77,9,2020
9/30/2020,Jawa Timur,43534,3618,38227,1689,Province,40479023,846.78,112.7329414,-7.723345579,8.94,9,2020
9/30/2020,Jawa Barat,23449,484,14194,8771,Province,45161325,1276.55,107.6037083,-6.920432083,1.07,9,2020
10/1/2020,Daerah Istimewa Yogyakarta,2680,69,1934,677,Province,3631015,1158.9,110.4448783,-7.89450185,1.9,10,2020
10/1/2020,DKI Jakarta,74990,1747,61530,11713,Province,10846145,16334.31,106.8361183,-6.204698991,16.11,10,2020
10/1/2020,Banten,5722,201,5171,350,Province,10722374,1109.64,106.1090043,-6.456736388,1.87,10,2020
10/1/2020,Jawa Barat,24031,502,14391,9138,Province,45161325,1276.55,107.6037083,-6.920432083,1.11,10,2020
10/1/2020,Jawa Tengah,25771,1740,18799,5232,Province,36364072,1108.64,110.2011149,-7.259097177,4.78,10,2020
10/1/2020,Jawa Timur,44135,3640,38599,1896,Province,40479023,846.78,112.7329414,-7.723345579,8.99,10,2020
10/2/2020,Banten,5804,201,5361,242,Province,10722374,1109.64,106.1090043,-6.456736388,1.87,10,2020
10/2/2020,Daerah Istimewa Yogyakarta,2700,73,1957,670,Province,3631015,1158.9,110.4448783,-7.89450185,2.01,10,2020
10/2/2020,DKI Jakarta,76188,1750,62205,12233,Province,10846145,16334.31,106.8361183,-6.204698991,16.13,10,2020
10/2/2020,Jawa Barat,24677,517,14666,9494,Province,45161325,1276.55,107.6037083,-6.920432083,1.14,10,2020
10/2/2020,Jawa Tengah,26115,1758,19000,5357,Province,36364072,1108.64,110.2011149,-7.259097177,4.83,10,2020
10/2/2020,Jawa Timur,44404,3662,38962,1780,Province,40479023,846.78,112.7329414,-7.723345579,9.05,10,2020
10/3/2020,Banten,5938,206,5468,264,Province,10722374,1109.64,106.1090043,-6.456736388,1.92,10,2020
10/3/2020,DKI Jakarta,77453,1754,63395,12304,Province,10846145,16334.31,106.8361183,-6.204698991,16.17,10,2020
10/3/2020,Daerah Istimewa Yogyakarta,2772,74,1976,722,Province,3631015,1158.9,110.4448783,-7.89450185,2.04,10,2020
10/3/2020,Jawa Barat,25086,532,14897,9657,Province,45161325,1276.55,107.6037083,-6.920432083,1.18,10,2020
10/3/2020,Jawa Tengah,26486,1763,19201,5522,Province,36364072,1108.64,110.2011149,-7.259097177,4.85,10,2020
10/3/2020,Jawa Timur,44723,3677,39305,1741,Province,40479023,846.78,112.7329414,-7.723345579,9.08,10,2020
10/4/2020,Banten,6106,208,5570,328,Province,10722374,1109.64,106.1090043,-6.456736388,1.94,10,2020
10/4/2020,DKI Jakarta,78851,1767,64426,12658,Province,10846145,16334.31,106.8361183,-6.204698991,16.29,10,2020
10/4/2020,Daerah Istimewa Yogyakarta,2791,75,2046,670,Province,3631015,1158.9,110.4448783,-7.89450185,2.07,10,2020
10/4/2020,Jawa Barat,25396,546,15047,9803,Province,45161325,1276.55,107.6037083,-6.920432083,1.21,10,2020
10/4/2020,Jawa Tengah,26798,1766,19384,5648,Province,36364072,1108.64,110.2011149,-7.259097177,4.86,10,2020
10/4/2020,Jawa Timur,44961,3695,39636,1630,Province,40479023,846.78,112.7329414,-7.723345579,9.13,10,2020
10/5/2020,Jawa Barat,26002,565,15927,9510,Province,45161325,1276.55,107.6037083,-6.920432083,1.25,10,2020
10/5/2020,Banten,6243,210,5735,298,Province,10722374,1109.64,106.1090043,-6.456736388,1.96,10,2020
10/5/2020,DKI Jakarta,79873,1783,65406,12684,Province,10846145,16334.31,106.8361183,-6.204698991,16.44,10,2020
10/5/2020,Daerah Istimewa Yogyakarta,2813,75,2122,616,Province,3631015,1158.9,110.4448783,-7.89450185,2.07,10,2020
10/5/2020,Jawa Tengah,27166,1773,19578,5815,Province,36364072,1108.64,110.2011149,-7.259097177,4.88,10,2020
10/5/2020,Jawa Timur,45206,3703,39926,1577,Province,40479023,846.78,112.7329414,-7.723345579,9.15,10,2020
10/6/2020,Banten,6341,213,5869,259,Province,10722374,1109.64,106.1090043,-6.456736388,1.99,10,2020
10/6/2020,DKI Jakarta,80979,1814,66422,12743,Province,10846145,16334.31,106.8361183,-6.204698991,16.72,10,2020
10/6/2020,Daerah Istimewa Yogyakarta,2833,75,2162,596,Province,3631015,1158.9,110.4448783,-7.89450185,2.07,10,2020
10/6/2020,Jawa Barat,26568,584,16199,9785,Province,45161325,1276.55,107.6037083,-6.920432083,1.29,10,2020
10/6/2020,Jawa Tengah,27569,1779,19908,5882,Province,36364072,1108.64,110.2011149,-7.259097177,4.89,10,2020
10/6/2020,Jawa Timur,45481,3712,40173,1596,Province,40479023,846.78,112.7329414,-7.723345579,9.17,10,2020
10/7/2020,DKI Jakarta,82190,1829,67409,12952,Province,10846145,16334.31,106.8361183,-6.204698991,16.86,10,2020
10/7/2020,Daerah Istimewa Yogyakarta,2853,75,2182,596,Province,3631015,1158.9,110.4448783,-7.89450185,2.07,10,2020
10/7/2020,Jawa Barat,27378,604,16656,10118,Province,45161325,1276.55,107.6037083,-6.920432083,1.34,10,2020
10/7/2020,Banten,6422,216,5932,274,Province,10722374,1109.64,106.1090043,-6.456736388,2.01,10,2020
10/7/2020,Jawa Tengah,27954,1783,20179,5992,Province,36364072,1108.64,110.2011149,-7.259097177,4.9,10,2020
10/7/2020,Jawa Timur,45807,3735,40472,1600,Province,40479023,846.78,112.7329414,-7.723345579,9.23,10,2020
10/8/2020,Banten,6544,217,6040,287,Province,10722374,1109.64,106.1090043,-6.456736388,2.02,10,2020
10/8/2020,DKI Jakarta,83372,1846,68456,13070,Province,10846145,16334.31,106.8361183,-6.204698991,17.02,10,2020
10/8/2020,Daerah Istimewa Yogyakarta,2904,76,2191,637,Province,3631015,1158.9,110.4448783,-7.89450185,2.09,10,2020
10/8/2020,Jawa Timur,46150,3755,40801,1594,Province,40479023,846.78,112.7329414,-7.723345579,9.28,10,2020
10/8/2020,Jawa Barat,27996,611,16996,10389,Province,45161325,1276.55,107.6037083,-6.920432083,1.35,10,2020
10/8/2020,Jawa Tengah,28301,1793,20439,6069,Province,36364072,1108.64,110.2011149,-7.259097177,4.93,10,2020
10/9/2020,Banten,6685,218,6141,326,Province,10722374,1109.64,106.1090043,-6.456736388,2.03,10,2020
10/9/2020,DKI Jakarta,84315,1867,69305,13143,Province,10846145,16334.31,106.8361183,-6.204698991,17.21,10,2020
10/9/2020,Daerah Istimewa Yogyakarta,2960,78,2222,660,Province,3631015,1158.9,110.4448783,-7.89450185,2.15,10,2020
10/9/2020,Jawa Barat,28516,614,17509,10393,Province,45161325,1276.55,107.6037083,-6.920432083,1.36,10,2020
10/9/2020,Jawa Tengah,28709,1803,20638,6268,Province,36364072,1108.64,110.2011149,-7.259097177,4.96,10,2020
10/9/2020,Jawa Timur,46453,3780,41179,1494,Province,40479023,846.78,112.7329414,-7.723345579,9.34,10,2020
10/10/2020,Jawa Barat,28798,620,17897,10281,Province,45161325,1276.55,107.6037083,-6.920432083,1.37,10,2020
10/10/2020,Banten,6855,222,6251,382,Province,10722374,1109.64,106.1090043,-6.456736388,2.07,10,2020
10/10/2020,DKI Jakarta,85574,1883,70589,13102,Province,10846145,16334.31,106.8361183,-6.204698991,17.36,10,2020
10/10/2020,Daerah Istimewa Yogyakarta,3029,78,2235,716,Province,3631015,1158.9,110.4448783,-7.89450185,2.15,10,2020
10/10/2020,Jawa Tengah,29119,1819,20904,6396,Province,36364072,1108.64,110.2011149,-7.259097177,5,10,2020
10/10/2020,Jawa Timur,46763,3800,41550,1413,Province,40479023,846.78,112.7329414,-7.723345579,9.39,10,2020
10/11/2020,Banten,6961,223,6332,406,Province,10722374,1109.64,106.1090043,-6.456736388,2.08,10,2020
10/11/2020,DKI Jakarta,86963,1901,71651,13411,Province,10846145,16334.31,106.8361183,-6.204698991,17.53,10,2020
10/11/2020,Daerah Istimewa Yogyakarta,3064,79,2272,713,Province,3631015,1158.9,110.4448783,-7.89450185,2.18,10,2020
10/11/2020,Jawa Barat,29045,625,18369,10051,Province,45161325,1276.55,107.6037083,-6.920432083,1.38,10,2020
10/11/2020,Jawa Tengah,29433,1827,21103,6503,Province,36364072,1108.64,110.2011149,-7.259097177,5.02,10,2020
10/11/2020,Jawa Timur,47023,3815,41867,1341,Province,40479023,846.78,112.7329414,-7.723345579,9.42,10,2020
10/12/2020,Banten,7042,227,6466,349,Province,10722374,1109.64,106.1090043,-6.456736388,2.12,10,2020
10/12/2020,Daerah Istimewa Yogyakarta,3107,80,2355,672,Province,3631015,1158.9,110.4448783,-7.89450185,2.2,10,2020
10/12/2020,DKI Jakarta,88174,1926,72764,13484,Province,10846145,16334.31,106.8361183,-6.204698991,17.76,10,2020
10/12/2020,Jawa Barat,29321,634,18775,9912,Province,45161325,1276.55,107.6037083,-6.920432083,1.4,10,2020
10/12/2020,Jawa Timur,47320,3834,42184,1302,Province,40479023,846.78,112.7329414,-7.723345579,9.47,10,2020
10/12/2020,Jawa Tengah,29678,1835,21373,6470,Province,36364072,1108.64,110.2011149,-7.259097177,5.05,10,2020
10/13/2020,Banten,7121,230,6546,345,Province,10722374,1109.64,106.1090043,-6.456736388,2.15,10,2020
10/13/2020,DKI Jakarta,89228,1945,73865,13418,Province,10846145,16334.31,106.8361183,-6.204698991,17.93,10,2020
10/13/2020,Daerah Istimewa Yogyakarta,3145,81,2394,670,Province,3631015,1158.9,110.4448783,-7.89450185,2.23,10,2020
10/13/2020,Jawa Timur,47650,3856,42549,1245,Province,40479023,846.78,112.7329414,-7.723345579,9.53,10,2020
10/13/2020,Jawa Barat,29925,637,19369,9919,Province,45161325,1276.55,107.6037083,-6.920432083,1.41,10,2020
10/13/2020,Jawa Tengah,30131,1845,21659,6627,Province,36364072,1108.64,110.2011149,-7.259097177,5.07,10,2020
10/14/2020,Banten,7215,232,6618,365,Province,10722374,1109.64,106.1090043,-6.456736388,2.16,10,2020
10/14/2020,DKI Jakarta,90266,1962,75068,13236,Province,10846145,16334.31,106.8361183,-6.204698991,18.09,10,2020
10/14/2020,Daerah Istimewa Yogyakarta,3171,83,2414,674,Province,3631015,1158.9,110.4448783,-7.89450185,2.29,10,2020
10/14/2020,Jawa Timur,47950,3877,42895,1178,Province,40479023,846.78,112.7329414,-7.723345579,9.58,10,2020
10/14/2020,Jawa Barat,30392,651,19978,9763,Province,45161325,1276.55,107.6037083,-6.920432083,1.44,10,2020
10/14/2020,Jawa Tengah,30417,1856,22544,6017,Province,36364072,1108.64,110.2011149,-7.259097177,5.1,10,2020
10/15/2020,Jawa Barat,30989,661,20363,9965,Province,45161325,1276.55,107.6037083,-6.920432083,1.46,10,2020
10/15/2020,Banten,7326,235,6717,374,Province,10722374,1109.64,106.1090043,-6.456736388,2.19,10,2020
10/15/2020,DKI Jakarta,91338,1982,76118,13238,Province,10846145,16334.31,106.8361183,-6.204698991,18.27,10,2020
10/15/2020,Daerah Istimewa Yogyakarta,3216,85,2469,662,Province,3631015,1158.9,110.4448783,-7.89450185,2.34,10,2020
10/15/2020,Jawa Tengah,30887,1882,24717,4288,Province,36364072,1108.64,110.2011149,-7.259097177,5.18,10,2020
10/15/2020,Jawa Timur,48244,3897,43267,1080,Province,40479023,846.78,112.7329414,-7.723345579,9.63,10,2020
10/16/2020,Banten,7440,237,6792,411,Province,10722374,1109.64,106.1090043,-6.456736388,2.21,10,2020
10/16/2020,DKI Jakarta,92383,2006,77100,13277,Province,10846145,16334.31,106.8361183,-6.204698991,18.5,10,2020
10/16/2020,Daerah Istimewa Yogyakarta,3261,85,2501,675,Province,3631015,1158.9,110.4448783,-7.89450185,2.34,10,2020
10/16/2020,Jawa Barat,31496,662,20818,10016,Province,45161325,1276.55,107.6037083,-6.920432083,1.47,10,2020
10/16/2020,Jawa Tengah,31332,1891,25108,4333,Province,36364072,1108.64,110.2011149,-7.259097177,5.2,10,2020
10/16/2020,Jawa Timur,48530,3918,43669,943,Province,40479023,846.78,112.7329414,-7.723345579,9.68,10,2020
10/17/2020,DKI Jakarta,93357,2029,78208,13120,Province,10846145,16334.31,106.8361183,-6.204698991,18.71,10,2020
10/17/2020,Daerah Istimewa Yogyakarta,3285,85,2549,651,Province,3631015,1158.9,110.4448783,-7.89450185,2.34,10,2020
10/17/2020,Jawa Barat,31987,665,21356,9966,Province,45161325,1276.55,107.6037083,-6.920432083,1.47,10,2020
10/17/2020,Banten,7567,239,6852,476,Province,10722374,1109.64,106.1090043,-6.456736388,2.23,10,2020
10/17/2020,Jawa Tengah,31746,1902,25465,4379,Province,36364072,1108.64,110.2011149,-7.259097177,5.23,10,2020
10/17/2020,Jawa Timur,48780,3940,44051,789,Province,40479023,846.78,112.7329414,-7.723345579,9.73,10,2020
10/18/2020,Banten,7697,242,6914,541,Province,10722374,1109.64,106.1090043,-6.456736388,2.26,10,2020
10/18/2020,DKI Jakarta,94328,2046,79288,12994,Province,10846145,16334.31,106.8361183,-6.204698991,18.86,10,2020
10/18/2020,Daerah Istimewa Yogyakarta,3325,86,2613,626,Province,3631015,1158.9,110.4448783,-7.89450185,2.37,10,2020
10/18/2020,Jawa Timur,49016,3961,44369,686,Province,40479023,846.78,112.7329414,-7.723345579,9.79,10,2020
10/18/2020,Jawa Barat,32257,666,21734,9857,Province,45161325,1276.55,107.6037083,-6.920432083,1.47,10,2020
10/18/2020,Jawa Tengah,32101,1905,25848,4348,Province,36364072,1108.64,110.2011149,-7.259097177,5.24,10,2020
10/19/2020,Banten,7819,246,7032,541,Province,10722374,1109.64,106.1090043,-6.456736388,2.29,10,2020
10/19/2020,DKI Jakarta,95254,2060,80416,12778,Province,10846145,16334.31,106.8361183,-6.204698991,18.99,10,2020
10/19/2020,Daerah Istimewa Yogyakarta,3343,86,2688,569,Province,3631015,1158.9,110.4448783,-7.89450185,2.37,10,2020
10/19/2020,Jawa Barat,32798,672,22141,9985,Province,45161325,1276.55,107.6037083,-6.920432083,1.49,10,2020
10/19/2020,Jawa Tengah,32417,1912,26183,4322,Province,36364072,1108.64,110.2011149,-7.259097177,5.26,10,2020
10/19/2020,Jawa Timur,49248,3982,44720,546,Province,40479023,846.78,112.7329414,-7.723345579,9.84,10,2020
10/20/2020,Jawa Barat,33285,683,22401,10201,Province,45161325,1276.55,107.6037083,-6.920432083,1.51,10,2020
10/20/2020,Banten,7908,247,7198,463,Province,10722374,1109.64,106.1090043,-6.456736388,2.3,10,2020
10/20/2020,DKI Jakarta,96218,2082,81253,12883,Province,10846145,16334.31,106.8361183,-6.204698991,19.2,10,2020
10/20/2020,Daerah Istimewa Yogyakarta,3356,86,2739,531,Province,3631015,1158.9,110.4448783,-7.89450185,2.37,10,2020
10/20/2020,Jawa Tengah,32859,1932,26770,4157,Province,36364072,1108.64,110.2011149,-7.259097177,5.31,10,2020
10/20/2020,Jawa Timur,49543,3994,45059,490,Province,40479023,846.78,112.7329414,-7.723345579,9.87,10,2020
10/21/2020,DKI Jakarta,97218,2103,82326,12789,Province,10846145,16334.31,106.8361183,-6.204698991,19.39,10,2020
10/21/2020,Banten,8079,252,7252,575,Province,10722374,1109.64,106.1090043,-6.456736388,2.35,10,2020
10/21/2020,Daerah Istimewa Yogyakarta,3389,88,2759,542,Province,3631015,1158.9,110.4448783,-7.89450185,2.42,10,2020
10/21/2020,Jawa Barat,33882,695,22823,10364,Province,45161325,1276.55,107.6037083,-6.920432083,1.54,10,2020
10/21/2020,Jawa Tengah,33234,1945,27150,4139,Province,36364072,1108.64,110.2011149,-7.259097177,5.35,10,2020
10/21/2020,Jawa Timur,49875,4011,45401,463,Province,40479023,846.78,112.7329414,-7.723345579,9.91,10,2020
10/22/2020,Banten,8299,254,7376,669,Province,10722374,1109.64,106.1090043,-6.456736388,2.37,10,2020
10/22/2020,DKI Jakarta,98207,2119,83483,12605,Province,10846145,16334.31,106.8361183,-6.204698991,19.54,10,2020
10/22/2020,Daerah Istimewa Yogyakarta,3434,88,2778,568,Province,3631015,1158.9,110.4448783,-7.89450185,2.42,10,2020
10/22/2020,Jawa Barat,34643,702,23038,10903,Province,45161325,1276.55,107.6037083,-6.920432083,1.55,10,2020
10/22/2020,Jawa Tengah,33744,1956,27515,4273,Province,36364072,1108.64,110.2011149,-7.259097177,5.38,10,2020
10/22/2020,Jawa Timur,50147,4032,45781,334,Province,40479023,846.78,112.7329414,-7.723345579,9.96,10,2020
10/23/2020,Banten,8444,257,7450,737,Province,10722374,1109.64,106.1090043,-6.456736388,2.4,10,2020
10/23/2020,DKI Jakarta,99159,2140,84576,12443,Province,10846145,16334.31,106.8361183,-6.204698991,19.73,10,2020
10/23/2020,Daerah Istimewa Yogyakarta,3462,88,2803,571,Province,3631015,1158.9,110.4448783,-7.89450185,2.42,10,2020
10/23/2020,Jawa Timur,50429,4054,46157,218,Province,40479023,846.78,112.7329414,-7.723345579,10.02,10,2020
10/23/2020,Jawa Barat,35148,704,23379,11065,Province,45161325,1276.55,107.6037083,-6.920432083,1.56,10,2020
